lots;boards;panels;anzahlFrames;panelSize;boardsInFrame;projNr;process;subProcess;prozessOrder;frame_tactTime_brutto;frame_tactTime_netto;panel_tactTime_brutto;panel_tactTime_netto;board_tactTime_brutto;board_tactTime_netto;manufacturingTime
48;25034;12517;NULL;2;NULL;00671I;1_SMT;1_SMTA;1;NULL;NULL;0,7056;0,5865;0,3528;0,2933;2025-04-28
48;40194;20097;NULL;2;NULL;00671I;2_ODD;2_ODDA;2;NULL;NULL;2,1185;1,8696;1,0593;0,9348;2025-04-09
48;12638;6319;6499;2;4;00671I;3_SEL;3_SELA;3;3,4638;2,8;1,7319;1,4;0,866;0,7;2025-04-28
48;9482;4741;NULL;2;NULL;00671I;4_AOI;4_AOI_SIDEA;4;NULL;NULL;0,4737;0,4132;0,2368;0,2066;2025-04-09
48;34968;17484;NULL;2;NULL;00671I;4_AOI;4_AOI_SIDEB;5;NULL;NULL;0,5981;0,4566;0,299;0,2283;2025-04-09
48;28828;14414;NULL;2;NULL;00671I;4_AOI;4_AOI_SMT;6;NULL;NULL;0,4547;0,4093;0,2273;0,2047;2025-11-04
48;40188;20094;NULL;2;NULL;00671I;5_FPT;5_FPT_BASIC;7;NULL;NULL;1,2693;1,1283;0,6347;0,5642;2025-04-09
48;31164;15582;NULL;2;NULL;00671I;6_DEP;6_DEP;8;NULL;NULL;0,6897;0,596;0,3448;0,298;2025-10-03
4;186;93;97;2;4;0067AH;3_SEL;3_SELA;1;5,1334;3,9;2,5667;1,95;1,2833;0,975;2024-09-06
4;2012;1006;NULL;2;NULL;0067AH;4_AOI;4_AOI_SIDEA;2;NULL;NULL;0,4584;0,4209;0,2292;0,2104;2024-09-06
4;2012;1006;NULL;2;NULL;0067AH;4_AOI;4_AOI_SIDEB;3;NULL;NULL;0,5791;0,5125;0,2896;0,2563;2024-09-06
4;2012;1006;NULL;2;NULL;0067AH;5_FPT;5_FPT_BASIC;4;NULL;NULL;1,1708;1,0375;0,5854;0,5188;2024-09-06
5;3076;1538;NULL;2;NULL;0067AI;1_SMT;1_SMTA;1;NULL;NULL;0,7125;0,675;0,3563;0,3375;2025-05-28
5;4030;2015;NULL;2;NULL;0067AI;2_ODD;2_ODDA;2;NULL;NULL;2,17;1,8633;1,085;0,9317;2025-05-28
5;1974;987;1015;2;4;0067AI;3_SEL;3_SELA;3;3,7466;2,8733;1,8733;1,4367;0,9367;0,7183;2025-05-28
5;1008;504;NULL;2;NULL;0067AI;4_AOI;4_AOI_SIDEA;4;NULL;NULL;0,425;0,3916;0,2125;0,1958;2025-05-28
5;4030;2015;NULL;2;NULL;0067AI;4_AOI;4_AOI_SIDEB;5;NULL;NULL;0,62;0,49;0,31;0,245;2025-05-28
5;3024;1512;NULL;2;NULL;0067AI;4_AOI;4_AOI_SMT;6;NULL;NULL;0,4555;0,4167;0,2278;0,2083;2026-02-17
5;3942;1971;NULL;2;NULL;0067AI;5_FPT;5_FPT_BASIC;7;NULL;NULL;1,3042;1,1396;0,6521;0,5698;2025-05-28
5;90;45;NULL;2;NULL;0067AI;5_FPT;5_FPT_PREMIUM;8;NULL;NULL;2,65;2,4333;1,325;1,2167;2025-05-28
5;3020;1510;NULL;2;NULL;0067AI;6_DEP;6_DEP;9;NULL;NULL;0,7778;0,7;0,3889;0,35;2026-02-17
2;400;200;NULL;2;NULL;0067BI;1_SMT;1_SMTA;1;NULL;NULL;0,65;0,6;0,325;0,3;2026-01-16
2;250;125;143;2;4;0067BI;3_SEL;3_SELA;2;1,8;1,3167;0,9;0,6583;0,45;0,3292;2025-11-05
2;500;250;NULL;2;NULL;0067BI;4_AOI;4_AOI_SIDEB;3;NULL;NULL;1,3667;1,1833;0,6834;0,5917;2025-11-05
2;496;248;NULL;2;NULL;0067BI;5_FPT;5_FPT_BASIC;4;NULL;NULL;1,1917;1,0833;0,5958;0,5416;2025-11-05
2;500;250;NULL;2;NULL;0067BI;6_DEP;6_DEP;5;NULL;NULL;0,6666;0,5917;0,3333;0,2958;2025-11-05
2;801;89;NULL;9;NULL;00681A;4_AOI;4_AOI_SIDEB;1;NULL;NULL;1,0333;0,875;0,1148;0,0972;2025-09-04
2;792;88;NULL;9;NULL;00681A;5_FPT;5_FPT_PREMIUM;2;NULL;NULL;2,025;1,5667;0,225;0,1741;2025-09-04
30;110040;1834;NULL;60;NULL;0069CF;1_SMT;1_SMTA;1;NULL;NULL;1,8389;1,4722;0,0306;0,0245;2026-02-13
30;34960;1748;NULL;20;NULL;0069CF;4_AOI;4_AOI_SIDEA;2;NULL;NULL;0,4857;0,419;0,0243;0,021;2024-10-23
30;182820;3047;NULL;60;NULL;0069CF;4_AOI;4_AOI_SIDEA;3;NULL;NULL;0,8015;0,7015;0,0134;0,0117;2025-02-25
30;41000;2050;NULL;20;NULL;0069CF;5_FPT;5_FPT_PREMIUM;4;NULL;NULL;1,4606;1,3545;0,073;0,0677;2024-10-23
30;183780;3063;NULL;60;NULL;0069CF;5_FPT;5_FPT_PREMIUM;5;NULL;NULL;4,2667;4,0839;0,0711;0,0681;2025-02-25
1;3800;190;NULL;20;NULL;0069FE;4_AOI;4_AOI_SIDEA;1;NULL;NULL;0,4833;0,4167;0,0242;0,0208;2024-11-26
1;3800;190;NULL;20;NULL;0069FE;5_FPT;5_FPT_PREMIUM;2;NULL;NULL;1,4;1,3833;0,07;0,0692;2024-11-26
135;533880;8898;NULL;60;NULL;0069FF;1_SMT;1_SMTA;1;NULL;NULL;1,72;1,4556;0,0287;0,0243;2026-01-07
135;100900;5045;NULL;20;NULL;0069FF;4_AOI;4_AOI_SIDEA;2;NULL;NULL;0,4587;0,4056;0,0229;0,0203;2024-08-27
135;1016280;16938;NULL;60;NULL;0069FF;4_AOI;4_AOI_SIDEA;3;NULL;NULL;0,7372;0,6526;0,0123;0,0109;2025-01-23
135;166820;8341;NULL;20;NULL;0069FF;5_FPT;5_FPT_PREMIUM;4;NULL;NULL;1,4021;1,3175;0,0701;0,0659;2024-08-27
135;1024080;17068;NULL;60;NULL;0069FF;5_FPT;5_FPT_PREMIUM;5;NULL;NULL;4,1319;3,9772;0,0689;0,0663;2025-01-23
1;400;20;NULL;20;NULL;0069GE;4_AOI;4_AOI_SIDEA;1;NULL;NULL;0,65;0,4;0,0325;0,02;2024-09-06
1;420;21;NULL;20;NULL;0069GE;5_FPT;5_FPT_PREMIUM;2;NULL;NULL;1,75;1,2833;0,0875;0,0642;2024-09-06
7;402;201;NULL;2;NULL;006D1A;1_SMT;1_SMTA;1;NULL;NULL;0,8166;0,6167;0,4083;0,3083;2026-04-14
7;1402;701;NULL;2;NULL;006D1A;2_ODD;2_ODDA;2;NULL;NULL;4,9944;4,1139;2,4972;2,057;2025-09-04
7;416;208;421;2;2;006D1A;3_SEL;3_SELA;3;3,4042;2,6334;3,4042;2,6334;1,7021;1,3167;2025-09-04
7;1710;855;NULL;2;NULL;006D1A;4_AOI;4_AOI_SIDEB;4;NULL;NULL;1,7521;1,4771;0,876;0,7385;2024-08-26
7;1690;845;NULL;2;NULL;006D1A;5_FPT;5_FPT_PREMIUM;5;NULL;NULL;5,9303;4,9652;2,9651;2,4826;2024-08-26
7;1100;550;NULL;2;NULL;006D1A;6_DEP;6_DEP;6;NULL;NULL;1,11;0,7767;0,555;0,3883;2025-10-14
7;240;120;NULL;2;NULL;006E1B;1_SMT;1_SMTA;1;NULL;NULL;0,6833;0,5167;0,3417;0,2584;2026-05-27
7;142;71;105;2;4;006E1B;3_SEL;3_SELA;2;4,2333;2,8;2,1166;1,4;1,0583;0,7;2025-01-24
7;610;305;NULL;2;NULL;006E1B;4_AOI;4_AOI_SIDEA;3;NULL;NULL;1,15;0,9611;0,575;0,4806;2024-11-11
7;700;350;NULL;2;NULL;006E1B;4_AOI;4_AOI_SIDEB;4;NULL;NULL;1,1458;0,9292;0,5729;0,4646;2025-04-07
7;1300;650;NULL;2;NULL;006E1B;5_FPT;5_FPT_BASIC;5;NULL;NULL;0,7238;0,4476;0,3619;0,2238;2024-11-11
7;300;150;NULL;2;NULL;006E1B;6_DEP;6_DEP;6;NULL;NULL;0,8583;0,7167;0,4292;0,3583;2026-05-07
1;98;49;NULL;2;NULL;006EAA;4_AOI;4_AOI_SIDEB;1;NULL;NULL;1,2167;0,8833;0,6083;0,4416;2024-09-20
1;98;49;NULL;2;NULL;006EAA;5_FPT;5_FPT_BASIC;2;NULL;NULL;0,7833;0,5833;0,3916;0,2917;2024-09-20
1;50;25;NULL;2;NULL;006EAB;4_AOI;4_AOI_SIDEB;1;NULL;NULL;1,0833;0,9333;0,5416;0,4667;2026-05-07
1;50;25;NULL;2;NULL;006EAB;5_FPT;5_FPT_BASIC;2;NULL;NULL;1;0,6;0,5;0,3;2026-05-07
1;50;25;NULL;2;NULL;006EAB;6_DEP;6_DEP;3;NULL;NULL;0,75;0,75;0,375;0,375;2026-05-07
7;1008;504;NULL;2;NULL;006IBC;1_SMT;1_SMTA;1;NULL;NULL;0,9417;0,7416;0,4708;0,3708;2026-06-05
7;2036;1018;NULL;2;NULL;006IBC;2_ODD;2_ODDA;2;NULL;NULL;3,8583;3,0958;1,9292;1,5479;2025-04-07
7;607;303,5;620;2;2;006IBC;3_SEL;3_SELA;3;3,0333;2,2056;3,0333;2,2056;1,5167;1,1028;2025-04-07
7;1000;500;NULL;2;NULL;006IBC;4_AOI;4_AOI_SIDEA;4;NULL;NULL;0,5583;0,4917;0,2792;0,2458;2024-08-28
7;3536;1768;NULL;2;NULL;006IBC;4_AOI;4_AOI_SIDEB;5;NULL;NULL;0,6262;0,5024;0,3131;0,2512;2024-08-28
7;2538;1269;NULL;2;NULL;006IBC;4_AOI;4_AOI_SMT;6;NULL;NULL;0,5433;0,48;0,2717;0,24;2024-11-19
7;3538;1769;NULL;2;NULL;006IBC;5_FPT;5_FPT_PREMIUM;7;NULL;NULL;6,1683;5,9683;3,0842;2,9842;2024-08-28
7;998;499;NULL;2;NULL;006IBC;6_DEP;6_DEP;8;NULL;NULL;0,6916;0,5084;0,3458;0,2542;2026-06-05
5;1008;504;NULL;2;NULL;006ICC;1_SMT;1_SMTA;1;NULL;NULL;0,9;0,825;0,45;0,4125;2026-04-10
5;1004;502;NULL;2;NULL;006ICC;2_ODD;2_ODDA;2;NULL;NULL;3,6666;3,1833;1,8333;1,5917;2026-04-10
5;842;421;1013;2;2;006ICC;3_SEL;3_SELA;3;5,1792;3,9208;5,1792;3,9208;2,5896;1,9604;2024-12-19
5;2456;1228;NULL;2;NULL;006ICC;4_AOI;4_AOI_SIDEB;4;NULL;NULL;0,6767;0,52;0,3383;0,26;2024-11-18
5;2458;1229;NULL;2;NULL;006ICC;4_AOI;4_AOI_SMT;5;NULL;NULL;0,54;0,4667;0,27;0,2333;2024-11-18
5;2404;1202;NULL;2;NULL;006ICC;5_FPT;5_FPT_PREMIUM;6;NULL;NULL;6,3916;6,1083;3,1958;3,0542;2024-11-18
5;1002;501;NULL;2;NULL;006ICC;6_DEP;6_DEP;7;NULL;NULL;0,75;0,625;0,375;0,3125;2026-04-10
3;400;100;NULL;4;NULL;006S1A;1_SMT;1_SMTA;1;NULL;NULL;1,0166;0,6167;0,2542;0,1542;2026-04-16
3;592;148;NULL;4;NULL;006S1A;2_ODD;2_ODDA;2;NULL;NULL;2,3722;1,8278;0,5931;0,4569;2025-09-18
3;49;12,25;20;4;12;006S1A;3_SEL;3_SELA;3;5,4999;4,5501;1,8333;1,5167;0,4583;0,3792;2026-04-16
3;600;150;NULL;4;NULL;006S1A;4_AOI;4_AOI_SIDEB;4;NULL;NULL;1,0611;0,9222;0,2653;0,2306;2025-09-18
3;596;149;NULL;4;NULL;006S1A;5_FPT;5_FPT_PREMIUM;5;NULL;NULL;2,5167;2,0833;0,6292;0,5208;2025-09-18
3;196;49;NULL;4;NULL;006S1A;6_DEP;6_DEP;6;NULL;NULL;0,9667;0,6667;0,2417;0,1667;2026-08-04
26;1800;900;NULL;2;NULL;006T1C;1_SMT;1_SMTA;1;NULL;NULL;0,6604;0,5104;0,3302;0,2552;2026-03-06
26;3928;1964;NULL;2;NULL;006T1C;2_ODD;2_ODDA;2;NULL;NULL;2,1625;1,7542;1,0813;0,8771;2025-06-06
26;1319;659,5;736;2;4;006T1C;3_SEL;3_SELA;3;5,1528;4,3306;2,5764;2,1653;1,2882;1,0826;2024-10-01
26;4998;2499;NULL;2;NULL;006T1C;4_AOI;4_AOI_SIDEA;4;NULL;NULL;1,3294;1,1706;0,6647;0,5853;2024-09-02
26;1000;500;NULL;2;NULL;006T1C;4_AOI;4_AOI_SIDEB;5;NULL;NULL;1,375;1,1722;0,6875;0,5861;2026-06-01
26;5988;2994;NULL;2;NULL;006T1C;5_FPT;5_FPT_PREMIUM;6;NULL;NULL;4,1299;3,8161;2,065;1,9081;2024-09-02
26;3188;1594;NULL;2;NULL;006T1C;6_DEP;6_DEP;7;NULL;NULL;0,7486;0,6097;0,3743;0,3049;2025-10-28
1;50;25;NULL;2;NULL;006VAC;4_AOI;4_AOI_SIDEB;1;NULL;NULL;1,7333;1,1833;0,8667;0,5917;2024-10-09
1;52;26;NULL;2;NULL;006VAC;5_FPT;5_FPT_PREMIUM;2;NULL;NULL;6,45;5,3;3,225;2,65;2024-10-09
3;795;159;NULL;5;NULL;006Y1C;2_ODD;2_ODDA;1;NULL;NULL;1,975;1,4667;0,395;0,2933;2025-08-05
3;79;15,8;23;5;20;006Y1C;3_SEL;3_SELA;2;5,7332;4,2;1,4333;1,05;0,2867;0,21;2025-12-03
3;800;160;NULL;5;NULL;006Y1C;4_AOI;4_AOI_SIDEB;3;NULL;NULL;1,2333;0,975;0,2467;0,195;2025-08-05
3;1200;240;NULL;5;NULL;006Y1C;5_FPT;5_FPT_PREMIUM;4;NULL;NULL;0,9889;0,7611;0,1978;0,1522;2025-01-22
3;395;79;NULL;5;NULL;006Y1C;6_DEP;6_DEP;5;NULL;NULL;1,0333;0,9667;0,2067;0,1933;2025-12-03
3;100;20;NULL;5;NULL;015H1C;4_AOI;4_AOI_SIDEB;1;NULL;NULL;1,6334;1,1416;0,3267;0,2283;2025-08-01
3;155;31;NULL;5;NULL;015H1C;5_FPT;5_FPT_BASIC;2;NULL;NULL;2,6111;1,7889;0,5222;0,3578;2024-09-24
3;65;13;NULL;5;NULL;015H1C;5_FPT;5_FPT_PREMIUM;3;NULL;NULL;3,7;2,55;0,74;0,51;2024-09-24
1;10;1;10;10;10;015N1C;3_SEL;3_SELA;1;3,2833;2,0833;3,2833;2,0833;0,3283;0,2083;2025-01-20
1;100;10;NULL;10;NULL;015N1C;4_AOI;4_AOI_SIDEB;2;NULL;NULL;1,8167;1,1;0,1817;0,11;2025-01-20
1;100;10;NULL;10;NULL;015N1C;5_FPT;5_FPT_BASIC;3;NULL;NULL;1,9667;1,4667;0,1967;0,1467;2025-01-20
1;100;10;NULL;10;NULL;015R1A;4_AOI;4_AOI_SIDEB;1;NULL;NULL;1,6;1,1667;0,16;0,1167;2025-01-31
1;110;11;NULL;10;NULL;015R1A;5_FPT;5_FPT_BASIC;2;NULL;NULL;1,8;0,4333;0,18;0,0433;2025-01-31
6;6080;95;NULL;64;NULL;01621A;1_SMT;1_SMTA;1;NULL;NULL;1,45;1,1166;0,0227;0,0174;2026-05-27
6;6016;94;NULL;64;NULL;01621A;1_SMT;1_SMTB;2;NULL;NULL;2,1167;2,0167;0,0331;0,0315;2026-05-27
6;14272;223;NULL;64;NULL;01621A;4_AOI;4_AOI_SIDEA;3;NULL;NULL;1,2583;1,0555;0,0197;0,0165;2025-02-05
6;1920;30;NULL;64;NULL;01621A;4_AOI;4_AOI_SIDEB;4;NULL;NULL;1,5;1,1833;0,0234;0,0185;2024-09-20
6;15936;249;NULL;64;NULL;01621A;5_FPT;5_FPT_BASIC;5;NULL;NULL;1,5028;1,2028;0,0235;0,0188;2024-09-20
3;4600;92;NULL;50;NULL;01631A;4_AOI;4_AOI_SIDEB;1;NULL;NULL;1,4555;1,0556;0,0291;0,0211;2025-05-23
3;4650;93;NULL;50;NULL;01631A;5_FPT;5_FPT_BASIC;2;NULL;NULL;1,2111;0,8167;0,0242;0,0163;2025-05-23
2;200;20;NULL;10;NULL;016AAA;1_SMT;1_SMTA;1;NULL;NULL;1,5333;0,7833;0,1533;0,0783;2026-03-16
2;450;45;NULL;10;NULL;016AAA;4_AOI;4_AOI_SIDEA;2;NULL;NULL;0,6333;0,3833;0,0633;0,0383;2025-04-25
2;450;45;NULL;10;NULL;016AAA;5_FPT;5_FPT_BASIC;3;NULL;NULL;1,1917;0,8417;0,1192;0,0842;2025-04-25
2;200;20;NULL;10;NULL;016AAA;6_DEP;6_DEP;4;NULL;NULL;1,9833;1,5167;0,1983;0,1517;2026-03-16
2;20;2;21;10;10;016B1B;3_SEL;3_SELA;1;3,5583;2,6666;3,5583;2,6666;0,3558;0,2667;2025-04-30
2;200;20;NULL;10;NULL;016B1B;4_AOI;4_AOI_SMT;2;NULL;NULL;1,4916;0,925;0,1492;0,0925;2025-04-30
2;200;20;NULL;10;NULL;016B1B;4_AOI;4_AOI_THT;3;NULL;NULL;2,5084;1,0167;0,2508;0,1017;2025-04-30
2;100;10;NULL;10;NULL;016B1B;5_FPT;5_FPT_BASIC;4;NULL;NULL;4,75;3,25;0,475;0,325;2026-01-19
3;765;51;NULL;15;NULL;029U1A;4_AOI;4_AOI_SIDEA;1;NULL;NULL;0,9389;0,4333;0,0626;0,0289;2024-11-08
7;78;13;NULL;6;NULL;029V1B;1_SMT;1_SMTA;1;NULL;NULL;1,7333;0,5833;0,2889;0,0972;2026-06-23
7;624;104;NULL;6;NULL;029V1B;4_AOI;4_AOI_SIDEA;2;NULL;NULL;1,1929;0,6333;0,1988;0,1056;2025-03-06
5;20;4;20;5;5;04041A;3_SEL;3_SELA;1;3,6833;2,6166;3,6833;2,6166;0,7367;0,5233;2025-01-27
5;150;30;NULL;5;NULL;04041A;4_AOI;4_AOI_SIDEA;2;NULL;NULL;1,7056;1,5389;0,3411;0,3078;2025-01-27
5;100;20;NULL;5;NULL;04041A;4_AOI;4_AOI_SIDEB;3;NULL;NULL;2,475;1,35;0,495;0,27;2026-05-19
1;73;36,5;41;2;4;040D1A;3_SEL;3_SELA;1;7,2666;5,1;3,6333;2,55;1,8167;1,275;2024-09-19
1;150;75;NULL;2;NULL;040D1A;4_AOI;4_AOI_SIDEB;2;NULL;NULL;1,4333;1,2667;0,7167;0,6333;2024-09-19
1;146;73;NULL;2;NULL;040D1A;5_FPT;5_FPT_BASIC;3;NULL;NULL;1,25;0,7833;0,625;0,3916;2024-09-19
1;50;25;40;2;8;040J1B;3_SEL;3_SELA;1;6,6668;4,3332;1,6667;1,0833;0,8334;0,5416;2025-02-11
1;100;50;NULL;2;NULL;040J1B;4_AOI;4_AOI_SIDEA;2;NULL;NULL;1,4333;1,1833;0,7167;0,5917;2025-02-11
1;98;49;NULL;2;NULL;040J1B;5_FPT;5_FPT_BASIC;3;NULL;NULL;1,3667;0,8667;0,6834;0,4334;2025-02-11
1;50;50;NULL;1;NULL;040R1B;4_AOI;4_AOI_SIDEA;1;NULL;NULL;1,1167;0,8333;1,1167;0,8333;2024-12-09
1;50;50;NULL;1;NULL;040R1B;5_FPT;5_FPT_BASIC;2;NULL;NULL;1,0333;0,5333;1,0333;0,5333;2024-12-09
1;64;32;NULL;2;NULL;04511F;4_AOI;4_AOI_SIDEB;1;NULL;NULL;4,8;1,05;2,4;0,525;2025-03-20
2;438;219;NULL;2;NULL;04511G;1_SMT;1_SMTA;1;NULL;NULL;1,4167;1,15;0,7084;0,575;2026-04-23
2;1212;606;NULL;2;NULL;04511G;2_ODD;2_ODDA;2;NULL;NULL;2,625;2,275;1,3125;1,1375;2025-07-21
2;242;121;244;2;2;04511G;3_SEL;3_SELA;3;2,2833;1,9833;2,2833;1,9833;1,1417;0,9917;2026-04-23
2;1212;606;NULL;2;NULL;04511G;4_AOI;4_AOI_SIDEB;4;NULL;NULL;1,6222;1,3833;0,8111;0,6917;2025-07-21
2;1172;586;NULL;2;NULL;04511G;5_FPT;5_FPT_BASIC;5;NULL;NULL;1,8917;1,5084;0,9458;0,7542;2025-07-21
1;602;301;NULL;2;NULL;0451AG;2_ODD;2_ODDA;1;NULL;NULL;2,4167;2,1;1,2084;1,05;2025-08-26
1;602;301;NULL;2;NULL;0451AG;4_AOI;4_AOI_SIDEB;2;NULL;NULL;1,5167;1,45;0,7583;0,725;2025-08-26
1;598;299;NULL;2;NULL;0451AG;5_FPT;5_FPT_BASIC;3;NULL;NULL;1,6667;1,4833;0,8334;0,7417;2025-08-26
3;436;218;NULL;2;NULL;0451BG;1_SMT;1_SMTA;1;NULL;NULL;1,5667;1,1;0,7833;0,55;2026-03-31
3;1552;776;NULL;2;NULL;0451BG;2_ODD;2_ODDA;2;NULL;NULL;2,0222;1,7333;1,0111;0,8667;2025-07-24
3;136;68;138;2;2;0451BG;3_SEL;3_SELA;3;2,6333;2,2833;2,6333;2,2833;1,3167;1,1417;2025-09-10
3;1650;825;NULL;2;NULL;0451BG;4_AOI;4_AOI_SIDEB;4;NULL;NULL;1,6444;1,4778;0,8222;0,7389;2025-07-24
3;1644;822;NULL;2;NULL;0451BG;5_FPT;5_FPT_BASIC;5;NULL;NULL;2,0333;1,5542;1,0167;0,7771;2025-07-24
2;100;50;NULL;2;NULL;05611B;1_SMT;1_SMTA;1;NULL;NULL;0,7667;0,4667;0,3833;0,2334;2026-06-16
2;25;12,5;13;2;4;05611B;3_SEL;3_SELB;2;1,8334;1,8334;0,9167;0,9167;0,4583;0,4583;2026-06-16
2;100;50;NULL;2;NULL;05611B;4_AOI;4_AOI_SIDEB;3;NULL;NULL;1,0834;0,9917;0,5417;0,4959;2026-06-16
2;100;50;NULL;2;NULL;05611B;4_AOI;4_AOI_SMT;4;NULL;NULL;0,7167;0,3417;0,3584;0,1708;2026-06-16
2;50;25;NULL;2;NULL;05611B;5_FPT;5_FPT_PREMIUM;5;NULL;NULL;1,05;0,85;0,525;0,425;2026-06-16
2;100;50;NULL;2;NULL;05631B;1_SMT;1_SMTA;1;NULL;NULL;1,175;0,675;0,5875;0,3375;2026-06-22
2;100;50;NULL;2;NULL;05631B;4_AOI;4_AOI_SIDEB;2;NULL;NULL;1,1583;0,9167;0,5792;0,4583;2026-06-22
2;50;25;NULL;2;NULL;05631B;5_FPT;5_FPT_PREMIUM;3;NULL;NULL;1,6333;1,4333;0,8166;0,7167;2026-06-22
1;52;26;NULL;2;NULL;05641C;1_SMT;1_SMTA;1;NULL;NULL;0,9833;0,7833;0,4916;0,3916;2026-06-23
1;26;13;14;2;6;05641C;3_SEL;3_SELA;2;6,0999;4,35;2,0333;1,45;1,0167;0,725;2026-06-23
1;52;26;NULL;2;NULL;05641C;4_AOI;4_AOI_SIDEB;3;NULL;NULL;1,2833;1,1;0,6417;0,55;2026-06-23
1;52;26;NULL;2;NULL;05641C;5_FPT;5_FPT_PREMIUM;4;NULL;NULL;1,1167;0,7333;0,5584;0,3666;2026-06-23
1;71;71;37;1;2;07411A;3_SEL;3_SELA;1;3,7666;2,7334;1,8833;1,3667;1,8833;1,3667;2025-04-18
1;71;71;NULL;1;NULL;07411A;5_FPT;5_FPT_BASIC;2;NULL;NULL;1,2667;0,5667;1,2667;0,5667;2025-04-18
1;50;50;NULL;1;NULL;07451A;2_ODD;2_ODDA;1;NULL;NULL;2,8;2,6;2,8;2,6;2026-06-03
1;50;50;NULL;1;NULL;07451A;4_AOI;4_AOI_SIDEA;2;NULL;NULL;1,1;0,9333;1,1;0,9333;2026-06-03
1;50;50;NULL;1;NULL;07451A;5_FPT;5_FPT_BASIC;3;NULL;NULL;0,4;0,3;0,4;0,3;2026-06-03
1;50;50;NULL;1;NULL;07451A;6_DEP;6_DEP;4;NULL;NULL;0,6167;0,3167;0,6167;0,3167;2026-06-03
1;50;50;NULL;1;NULL;07461A;4_AOI;4_AOI_SIDEA;1;NULL;NULL;1;0,8333;1;0,8333;2026-06-05
1;50;25;NULL;2;NULL;074A1A;4_AOI;4_AOI_SIDEA;1;NULL;NULL;1,3667;1,05;0,6834;0,525;2025-09-22
3;150;30;NULL;5;NULL;074F1A;4_AOI;4_AOI_SIDEA;1;NULL;NULL;1,4;0,9556;0,28;0,1911;2025-01-13
3;100;20;NULL;5;NULL;074F1A;5_FPT;5_FPT_BASIC;2;NULL;NULL;1,425;0,675;0,285;0,135;2025-01-13
3;50;10;NULL;5;NULL;074F1A;6_DEP;6_DEP;3;NULL;NULL;1,55;1,1333;0,31;0,2267;2026-04-03
9;200;200;NULL;1;NULL;074H1A;1_SMT;1_SMTA;1;NULL;NULL;0,4583;0,3583;0,4583;0,3583;2026-03-19
9;150;150;39;1;4;074H1A;3_SEL;3_SELA;2;9,2;7,4223;2,3;1,8556;2,3;1,8556;2026-03-19
9;450;450;NULL;1;NULL;074H1A;4_AOI;4_AOI_SIDEA;3;NULL;NULL;1,4685;1,2889;1,4685;1,2889;2024-11-28
9;450;450;NULL;1;NULL;074H1A;5_FPT;5_FPT_BASIC;4;NULL;NULL;0,6667;0,4111;0,6667;0,4111;2024-11-28
3;50;25;NULL;2;NULL;074L1A;1_SMT;1_SMTA;1;NULL;NULL;1,3333;0,9333;0,6666;0,4667;2026-08-11
3;150;75;NULL;2;NULL;074L1A;4_AOI;4_AOI_SIDEB;2;NULL;NULL;1,6167;1,2222;0,8083;0,6111;2025-11-19
3;150;75;NULL;2;NULL;074L1A;5_FPT;5_FPT_BASIC;3;NULL;NULL;1,5556;1,1556;0,7778;0,5778;2025-11-19
7;150;75;NULL;2;NULL;074M1A;1_SMT;1_SMTA;1;NULL;NULL;0,6667;0,3333;0,3333;0,1667;2026-06-17
7;150;75;NULL;2;NULL;074M1A;2_ODD;2_ODDA;2;NULL;NULL;1,1333;0,7333;0,5667;0,3667;2026-06-17
7;75;37,5;39;2;4;074M1A;3_SEL;3_SELA;3;2,9667;2,3555;1,4833;1,1778;0,7417;0,5889;2026-06-17
7;350;175;NULL;2;NULL;074M1A;4_AOI;4_AOI_SIDEA;4;NULL;NULL;1,1833;0,9524;0,5917;0,4762;2024-09-05
7;350;175;NULL;2;NULL;074M1A;5_FPT;5_FPT_BASIC;5;NULL;NULL;0,6857;0,3429;0,3429;0,1714;2024-09-05
7;150;75;NULL;2;NULL;074M1A;6_DEP;6_DEP;6;NULL;NULL;0,7389;0,6055;0,3694;0,3028;2026-06-17
2;1120;560;NULL;2;NULL;08311B;1_SMT;1_SMTA;1;NULL;NULL;1,7334;1,2334;0,8667;0,6167;2026-02-27
2;1118;559;NULL;2;NULL;08311B;1_SMT;1_SMTB;2;NULL;NULL;1,3667;1,05;0,6833;0,525;2026-02-27
2;990;495;NULL;2;NULL;08311B;2_ODD;2_ODDA;3;NULL;NULL;2,1;1,7084;1,05;0,8542;2026-03-02
2;491;245,5;384;2;4;08311B;3_SEL;3_SELA;4;6,25;5;3,125;2,5;1,5625;1,25;2026-02-27
2;990;495;NULL;2;NULL;08311B;4_AOI;4_AOI_SIDEA;5;NULL;NULL;1,4833;1,35;0,7417;0,675;2026-02-27
2;990;495;NULL;2;NULL;08311B;5_FPT;5_FPT_BASIC;6;NULL;NULL;4,4416;3,9667;2,2208;1,9833;2026-02-27
2;984;492;NULL;2;NULL;08311B;6_DEP;6_DEP;7;NULL;NULL;0,8;0,6666;0,4;0,3333;2026-02-27
1;2964;247;NULL;12;NULL;0921AB;4_AOI;4_AOI_SIDEA;1;NULL;NULL;0,5333;0,4167;0,0444;0,0347;2025-03-12
2;910;91;NULL;10;NULL;09221B;2_ODD;2_ODDA;1;NULL;NULL;3,7917;3,225;0,3792;0,3225;2026-06-25
