lot;panels;boards;panelSize;boardsInFrame;anzahlFrames;projNr;machineId;process;subProcess;ManufacturingTime;prozessOrder;tactTime_brutto;tactTime_netto;testDauer
RV25.000010-005;15;300;20;NULL;NULL;26921A;2;4_AOI;4_AOI_SIDEA;2025-07-29 00:00:00.000;1;1,4333;0,85;0,8333
RV25.000010-005;15;300;20;NULL;NULL;26921A;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_PREMIUM;2025-07-29 00:00:00.000;2;2,05;1,3833;1,25
RV25.000010-006;18;360;20;NULL;NULL;26921A;2;4_AOI;4_AOI_SIDEA;2025-07-29 00:00:00.000;1;1,05;1,05;0,8333
RV25.000010-006;18;360;20;NULL;NULL;26921A;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_PREMIUM;2025-07-29 00:00:00.000;2;2,0667;1,7833;1,25
RV25.000012-005;13;26;2;2;13;040N1A;4;3_SEL;3_SELA;2026-02-09 00:00:00.000;1;4,8833;3,2167;3,2167
RV25.000019-002;245;490;2;NULL;NULL;448I1B;10;2_ODD;2_ODDA;2025-11-25 00:00:00.000;1;2,9833;2,3;1,8167
RV25.000019-002;244;488;2;2;247;448I1B;3;3_SEL;3_SELA;2025-11-25 00:00:00.000;2;3,3333;2,9167;2,9167
RV25.000019-002;245;490;2;NULL;NULL;448I1B;2;4_AOI;4_AOI_SIDEA;2025-11-25 00:00:00.000;3;1,4667;1,2833;1,2167
RV25.000019-002;245;490;2;NULL;NULL;448I1B;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_BASIC;2025-11-25 00:00:00.000;4;1,6;1,2333;1,1
RV25.000021-001;20;100;5;NULL;NULL;12531A;2;4_AOI;4_AOI_SIDEA;2025-06-24 00:00:00.000;2;1,15;0,8333;0,7667
RV25.000021-001;19;95;5;NULL;NULL;12531A;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_BASIC;2025-06-24 00:00:00.000;3;1,4333;1,1667;1,0833
RV25.000021-002;20;100;5;NULL;NULL;12531A;2;4_AOI;4_AOI_SIDEA;2025-09-26 00:00:00.000;1;1,1;0,85;0,7833
RV25.000021-002;20;100;5;NULL;NULL;12531A;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_BASIC;2025-09-26 00:00:00.000;3;1,6833;1,1833;1,0833
RV25.000022-001;25;250;10;NULL;NULL;12591B;2;4_AOI;4_AOI_SIDEA;2025-08-21 00:00:00.000;1;1,15;0,8667;0,8833
RV25.000022-001;25;250;10;NULL;NULL;12591B;APT-1600FD FP-MACHINE;5_FPT;5_FPT_BASIC;2025-08-21 00:00:00.000;2;1,45;0,65;0,6667
RV25.000022-002;19;190;10;NULL;NULL;12591B;2;4_AOI;4_AOI_SIDEA;2025-12-18 00:00:00.000;1;1,5;1,3333;1
RV25.000022-002;19;190;10;NULL;NULL;12591B;9;6_DEP;6_DEP;2025-12-18 00:00:00.000;2;2,9333;2,1333;1,7667
RV25.000022-002;19;190;10;NULL;NULL;12591B;APT-1600FD FP-MACHINE;5_FPT;5_FPT_BASIC;2025-12-18 00:00:00.000;3;1,4667;0,6667;0,6667
RV25.000022-003;31;310;10;NULL;NULL;12591B;2;4_AOI;4_AOI_SIDEA;2026-03-05 00:00:00.000;1;1,1667;1;0,8833
RV25.000022-003;31;310;10;NULL;NULL;12591B;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_BASIC;2026-03-05 00:00:00.000;2;0,8667;0,7;0,6667
RV25.000022-003;31;310;10;NULL;NULL;12591B;9;6_DEP;6_DEP;2026-03-05 00:00:00.000;3;1,3667;1,2167;1,1167
RV25.000022-004;24;240;10;NULL;NULL;12591B;2;4_AOI;4_AOI_SIDEA;2026-04-30 00:00:00.000;1;1,3167;1;1
RV25.000022-004;22;220;10;NULL;NULL;12591B;9;6_DEP;6_DEP;2026-04-30 00:00:00.000;2;1,35;1,1167;1,1167
RV25.000022-004;24;240;10;NULL;NULL;12591B;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_BASIC;2026-04-30 00:00:00.000;3;1,1;0,6833;0,75
RV25.000023-001;20;40;2;8;15;040J1B;3;3_SEL;3_SELA;2025-10-17 00:00:00.000;1;2,0167;1,0833;2,7667
RV25.000023-004;18;37;2;8;15;040J1B;3;3_SEL;3_SELA;2026-01-26 00:00:00.000;1;2,5;1,9833;4,4833
RV25.000025-001;13;26;2;4;12;040D1A;3;3_SEL;3_SELA;2025-09-04 00:00:00.000;1;4,15;3,05;6,1
RV25.000031-001;24;48;2;4;18;074L1A;3;3_SEL;3_SELA;2025-11-19 00:00:00.000;1;2,6;1,8167;3,2667
RV25.000031-001;25;50;2;NULL;NULL;074L1A;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_BASIC;2025-11-19 00:00:00.000;2;2;1,4;0,7167
RV25.000031-001;25;50;2;NULL;NULL;074L1A;2;4_AOI;4_AOI_SIDEB;2025-11-19 00:00:00.000;3;1,9333;1,45;1,2167
RV25.000031-002;25;50;2;4;13;074L1A;4;3_SEL;3_SELA;2026-04-15 00:00:00.000;1;4,4;3,6667;7,0667
RV25.000031-002;25;50;2;NULL;NULL;074L1A;11;4_AOI;4_AOI_SIDEB;2026-04-15 00:00:00.000;2;1,4167;1,1167;1
RV25.000031-002;25;50;2;NULL;NULL;074L1A;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_BASIC;2026-04-15 00:00:00.000;3;1,4167;1,2167;0,6667
RV25.000038-001;10;50;5;NULL;NULL;04041A;2;4_AOI;4_AOI_SIDEA;2025-07-30 00:00:00.000;1;1,7667;1,5167;1,3
RV25.000038-002;10;50;5;NULL;NULL;04041A;2;4_AOI;4_AOI_SIDEA;2025-07-30 00:00:00.000;1;1,6333;1,3833;1,3
RV25.000039-001;210;4200;20;NULL;NULL;128U1A;2;4_AOI;4_AOI_SIDEA;2025-12-12 00:00:00.000;1;0,6;0,5;0,5333
RV25.000039-001;210;4200;20;NULL;NULL;128U1A;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2025-12-12 00:00:00.000;2;0,8833;0,8;0,6667
RV25.000039-002;190;3800;20;NULL;NULL;128U1A;11;4_AOI;4_AOI_SIDEA;2026-04-10 00:00:00.000;1;0,6667;0,5667;0,5333
RV25.000039-002;101;2020;20;NULL;NULL;128U1A;2;4_AOI;4_AOI_SIDEA;2026-04-10 00:00:00.000;2;0,8667;0,8333;0,5333
RV25.000039-002;290;5800;20;NULL;NULL;128U1A;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2026-04-10 00:00:00.000;3;0,8667;0,7833;0,6667
RV25.000040-001;250;1000;4;NULL;NULL;142E1A;10;2_ODD;2_ODDA;2026-03-19 00:00:00.000;1;6,1333;5,55;5,3167
RV25.000040-001;250;1000;4;NULL;NULL;142E1A;2;4_AOI;4_AOI_SIDEA;2026-03-19 00:00:00.000;3;1,4167;1,3167;1,2667
RV25.000042-001;50;200;4;NULL;NULL;607J1A;2;4_AOI;4_AOI_SIDEA;2025-06-13 00:00:00.000;1;1,35;1,1167;1,0833
RV25.000042-001;24;96;4;NULL;NULL;607J1A;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_PREMIUM;2025-06-13 00:00:00.000;2;2,9167;2,3;2,0833
RV25.000042-001;26;104;4;NULL;NULL;607J1A;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2025-06-13 00:00:00.000;3;2,6167;2,0333;2,0167
RV25.000044-025;39;78;2;4;26;56921B;3;3_SEL;3_SELA;2026-04-07 00:00:00.000;1;2,3333;1,4167;2,2
RV25.000044-025;50;100;2;NULL;NULL;56921B;2;4_AOI;4_AOI_SIDEB;2026-04-07 00:00:00.000;2;1,4333;1,2;1,0833
RV25.000044-025;50;100;2;NULL;NULL;56921B;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2026-04-07 00:00:00.000;3;2,25;1,55;1,3333
RV25.000044-026;60;120;2;NULL;NULL;56921B;7;1_SMT;1_SMTA;2026-06-19 00:00:00.000;1;1,6333;0,8;0,5833
RV25.000044-026;60;120;2;NULL;NULL;56921B;10;2_ODD;2_ODDA;2026-06-19 00:00:00.000;2;1,8333;1,5;0,9333
RV25.000044-026;60;120;2;NULL;NULL;56921B;2;4_AOI;4_AOI_SIDEB;2026-06-19 00:00:00.000;3;1,2167;1;0,95
RV25.000044-026;60;120;2;NULL;NULL;56921B;APT-1600FD FP-MACHINE;5_FPT;5_FPT_PREMIUM;2026-06-19 00:00:00.000;4;1,5833;1,4167;1,3333
RV25.000044-026;60;120;2;NULL;NULL;56921B;9;6_DEP;6_DEP;2026-06-19 00:00:00.000;5;0,5167;0,4333;0,4333
RV25.000044-027;60;120;2;NULL;NULL;56921B;8;1_SMT;1_SMTA;2026-08-12 00:00:00.000;1;1,4;1,15;0,85
RV25.000044-027;60;120;2;NULL;NULL;56921B;2;4_AOI;4_AOI_SIDEB;2026-08-12 00:00:00.000;2;1,3167;0,9833;0,9833
RV25.000044-027;60;120;2;NULL;NULL;56921B;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_PREMIUM;2026-08-12 00:00:00.000;3;1,5667;1,3167;1,3333
RV25.000044-027;60;120;2;NULL;NULL;56921B;9;6_DEP;6_DEP;2026-08-12 00:00:00.000;4;0,5167;0,4333;0,4333
RV25.000044-032;48;96;2;NULL;NULL;56931B;8;1_SMT;1_SMTA;2026-04-08 00:00:00.000;1;2,2;1,6667;1,4333
RV25.000044-032;34;68;2;4;25;56931B;3;3_SEL;3_SELA;2026-04-08 00:00:00.000;2;1,15;0,9167;1,25
RV25.000044-032;50;100;2;NULL;NULL;56931B;2;4_AOI;4_AOI_SIDEB;2026-04-08 00:00:00.000;3;1,35;1,1667;1,1333
RV25.000044-032;60;120;2;NULL;NULL;56931B;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_PREMIUM;2026-04-08 00:00:00.000;4;4,45;2,7833;2,75
RV25.000044-033;60;120;2;NULL;NULL;56931B;7;1_SMT;1_SMTA;2026-06-17 00:00:00.000;1;2,15;1,3167;1,1
RV25.000044-033;60;120;2;NULL;NULL;56931B;10;2_ODD;2_ODDA;2026-06-17 00:00:00.000;2;0,95;0,5333;0,3167
RV25.000044-033;60;120;2;NULL;NULL;56931B;2;4_AOI;4_AOI_SIDEB;2026-06-17 00:00:00.000;3;1,1667;1,0167;1
RV25.000044-033;60;120;2;4;31;56931B;3;3_SEL;3_SELA;2026-06-17 00:00:00.000;4;0,9167;0,6833;1,3333
RV25.000044-033;73;146;2;NULL;NULL;56931B;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_PREMIUM;2026-06-17 00:00:00.000;5;3,1333;2,65;2,75
RV25.000044-033;60;120;2;NULL;NULL;56931B;9;6_DEP;6_DEP;2026-06-17 00:00:00.000;6;1,25;0,6;0,45
RV25.000044-034;60;120;2;NULL;NULL;56931B;8;1_SMT;1_SMTA;2026-08-12 00:00:00.000;1;1,4;1,0667;0,7167
RV25.000044-034;60;120;2;NULL;NULL;56931B;2;4_AOI;4_AOI_SIDEB;2026-08-12 00:00:00.000;2;1,2667;1,0167;1,0167
RV25.000044-034;60;120;2;NULL;NULL;56931B;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_PREMIUM;2026-08-12 00:00:00.000;3;2,9667;2,7167;2,6667
RV25.000044-034;60;120;2;NULL;NULL;56931B;9;6_DEP;6_DEP;2026-08-12 00:00:00.000;4;0,7333;0,65;0,6333
RV25.000046-001;13;78;6;NULL;NULL;029V1B;2;4_AOI;4_AOI_SIDEA;2025-07-15 00:00:00.000;1;1,65;0,8833;0,4
RV25.000046-002;13;78;6;NULL;NULL;029V1B;2;4_AOI;4_AOI_SIDEA;2025-07-15 00:00:00.000;1;2,1667;0,7333;0,4
RV25.000046-003;13;78;6;NULL;NULL;029V1B;2;4_AOI;4_AOI_SIDEA;2025-07-15 00:00:00.000;1;0,75;0,75;0,3667
RV25.000047-002;94;188;2;4;49;55621A;3;3_SEL;3_SELA;2025-09-29 00:00:00.000;1;1,2333;1,05;2,0667
RV25.000047-002;95;190;2;NULL;NULL;55621A;2;4_AOI;4_AOI_SIDEB;2025-09-29 00:00:00.000;2;1,0167;0,9333;0,8833
RV25.000047-002;94;188;2;NULL;NULL;55621A;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_BASIC;2025-09-29 00:00:00.000;3;1,4833;1;0,75
RV25.000047-003;56;112;2;NULL;NULL;55621A;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_BASIC;2026-01-23 00:00:00.000;1;1,6333;0,9167;0,75
RV25.000047-003;56;113;2;4;29;55621A;3;3_SEL;3_SELA;2026-01-23 00:00:00.000;2;1,3;1,05;2,0667
RV25.000047-003;57;114;2;NULL;NULL;55621A;2;4_AOI;4_AOI_SIDEB;2026-01-23 00:00:00.000;3;1,1333;0,9;0,8667
RV25.000047-003;42;84;2;NULL;NULL;55621A;9;6_DEP;6_DEP;2026-01-23 00:00:00.000;4;1;0,7667;0,7167
RV25.000047-004;38;76;2;NULL;NULL;55621A;2;4_AOI;4_AOI_SIDEA;2026-02-11 00:00:00.000;1;0,9167;0,7833;0,8667
RV25.000047-004;398;796;2;4;254;55621A;3;3_SEL;3_SELA;2026-02-11 00:00:00.000;2;2,1833;1,4667;2,4
RV25.000047-004;451;902;2;NULL;NULL;55621A;2;4_AOI;4_AOI_SIDEB;2026-02-11 00:00:00.000;3;1,05;0,9167;0,8667
RV25.000047-004;135;270;2;NULL;NULL;55621A;APT-1600FD FP-MACHINE;5_FPT;5_FPT_BASIC;2026-02-11 00:00:00.000;4;1,2167;0,7667;0,7
RV25.000047-004;446;892;2;NULL;NULL;55621A;9;6_DEP;6_DEP;2026-02-11 00:00:00.000;5;0,8167;0,6667;0,5167
RV25.000047-004;315;630;2;NULL;NULL;55621A;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_BASIC;2026-02-11 00:00:00.000;6;0,95;0,7833;0,75
RV25.000048-001;10;50;5;NULL;NULL;015H1C;2;4_AOI;4_AOI_SIDEB;2025-08-01 00:00:00.000;1;1,6167;1,1333;1,05
RV25.000048-001;10;50;5;NULL;NULL;015H1C;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_BASIC;2025-08-01 00:00:00.000;2;2,5167;1,5167;1,5167
RV25.000048-002;10;50;5;NULL;NULL;015H1C;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_BASIC;2025-11-19 00:00:00.000;2;2,5333;1,5333;1,5167
RV25.000048-002;10;50;5;NULL;NULL;015H1C;2;4_AOI;4_AOI_SIDEB;2025-11-19 00:00:00.000;3;1,65;1,15;1,15
RV25.000049-001;35;70;2;4;18;89521A;3;3_SEL;3_SELA;2025-09-05 00:00:00.000;1;2,2167;1,8333;3,6167
RV25.000049-001;35;70;2;NULL;NULL;89521A;2;4_AOI;4_AOI_SIDEA;2025-09-05 00:00:00.000;2;1,4167;1;1
RV25.000049-001;35;70;2;NULL;NULL;89521A;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_BASIC;2025-09-05 00:00:00.000;3;0,9;0,6167;0,5833
RV25.000049-002;25;50;2;4;13;89521A;3;3_SEL;3_SELA;2025-09-05 00:00:00.000;1;2,1667;1,8667;3,6167
RV25.000049-002;25;50;2;NULL;NULL;89521A;2;4_AOI;4_AOI_SIDEA;2025-09-05 00:00:00.000;2;1,3333;1,1333;1
RV25.000049-002;25;50;2;NULL;NULL;89521A;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_BASIC;2025-09-05 00:00:00.000;3;1,1333;0,7333;0,6167
RV25.000049-003;35;70;2;4;18;89521A;3;3_SEL;3_SELA;2025-09-05 00:00:00.000;1;2,55;1,8;3,6167
RV25.000049-003;35;70;2;NULL;NULL;89521A;2;4_AOI;4_AOI_SIDEA;2025-09-05 00:00:00.000;2;1,45;1,1833;1
RV25.000049-003;35;70;2;NULL;NULL;89521A;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_BASIC;2025-09-05 00:00:00.000;3;0,9;0,6;0,5833
RV25.000049-004;35;70;2;NULL;NULL;89521A;2;4_AOI;4_AOI_SIDEA;2025-10-13 00:00:00.000;1;1,4333;1;1
RV25.000049-004;35;70;2;4;18;89521A;3;3_SEL;3_SELA;2025-10-13 00:00:00.000;2;2,3;1,8667;3,6167
RV25.000049-004;35;70;2;NULL;NULL;89521A;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_BASIC;2025-10-13 00:00:00.000;3;0,7833;0,6333;0,6667
RV25.000049-004;35;70;2;NULL;NULL;89521A;9;6_DEP;6_DEP;2025-10-13 00:00:00.000;4;0,8;0,5167;0,4667
RV25.000049-005;25;50;2;4;13;89521A;3;3_SEL;3_SELA;2026-02-12 00:00:00.000;1;2,8833;1,9;3,6167
RV25.000049-005;25;50;2;NULL;NULL;89521A;2;4_AOI;4_AOI_SIDEA;2026-02-12 00:00:00.000;2;1,5333;1,1167;1,0167
RV25.000049-005;25;50;2;NULL;NULL;89521A;APT-1600FD FP-MACHINE;5_FPT;5_FPT_BASIC;2026-02-12 00:00:00.000;3;1,05;0,65;0,6667
RV25.000049-005;25;50;2;NULL;NULL;89521A;9;6_DEP;6_DEP;2026-02-12 00:00:00.000;4;1,1;0,5;0,4833
RV25.000050-006;750;3000;4;NULL;NULL;56811B;10;2_ODD;2_ODDA;2025-12-03 00:00:00.000;1;1,1;0,9833;1
RV25.000050-006;747;2988;4;12;254;56811B;3;3_SEL;3_SELB;2025-12-03 00:00:00.000;2;0,8833;0,8667;2,6167
RV25.000050-006;751;3004;4;NULL;NULL;56811B;2;4_AOI;4_AOI_SIDEB;2025-12-03 00:00:00.000;3;1,1833;1,1333;1,0333
RV25.000050-006;749;2998;4;12;262;56811B;3;3_SEL;3_SELA;2025-12-03 00:00:00.000;4;1,0667;0,8667;2,6167
RV25.000050-006;443;1772;4;NULL;NULL;56811B;APT-1600FD FP-MACHINE;5_FPT;5_FPT_BASIC;2025-12-03 00:00:00.000;5;3,2333;3,1333;3,0833
RV25.000050-006;748;2992;4;NULL;NULL;56811B;9;6_DEP;6_DEP;2025-12-03 00:00:00.000;6;0,8667;0,7333;0,65
RV25.000050-006;307;1228;4;NULL;NULL;56811B;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_BASIC;2025-12-03 00:00:00.000;7;3,1833;3,1;3,0833
RV25.000050-007;750;3000;4;NULL;NULL;56811B;10;2_ODD;2_ODDA;2026-02-10 00:00:00.000;1;1,0667;0,95;1,1333
RV25.000050-007;750;3000;4;12;251;56811B;3;3_SEL;3_SELB;2026-02-10 00:00:00.000;2;0,85;0,85;2,5833
RV25.000050-007;738;2952;4;12;248;56811B;3;3_SEL;3_SELA;2026-02-10 00:00:00.000;3;1;0,85;2,5833
RV25.000050-007;750;3000;4;NULL;NULL;56811B;2;4_AOI;4_AOI_SIDEB;2026-02-10 00:00:00.000;4;1,05;0,95;0,9
RV25.000050-007;347;1388;4;NULL;NULL;56811B;APT-1600FD FP-MACHINE;5_FPT;5_FPT_BASIC;2026-02-10 00:00:00.000;6;3,5167;3,4667;3,4333
RV25.000050-007;219;876;4;NULL;NULL;56811B;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_BASIC;2026-02-10 00:00:00.000;7;3,1167;3,0167;3
RV25.000050-007;183;732;4;NULL;NULL;56811B;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_BASIC;2026-02-10 00:00:00.000;8;3,1667;3,0333;3
RV25.000050-007;748;2992;4;NULL;NULL;56811B;9;6_DEP;6_DEP;2026-02-10 00:00:00.000;9;0,8333;0,7167;0,6333
RV25.000050-008;1254;5016;4;NULL;NULL;56811B;8;1_SMT;1_SMTA;2026-04-03 00:00:00.000;1;0,5667;0,5;0,3833
RV25.000050-008;1255;5020;4;NULL;NULL;56811B;10;2_ODD;2_ODDA;2026-04-03 00:00:00.000;2;1,0333;0,9333;0,9833
RV25.000050-008;1036;4144;4;8;521;56811B;4;3_SEL;3_SELB;2026-04-03 00:00:00.000;3;0,7167;0,5667;1,1333
RV25.000050-008;443;1772;4;NULL;NULL;56811B;2;4_AOI;4_AOI_SIDEB;2026-04-03 00:00:00.000;4;1,2167;1,0833;1,0333
RV25.000050-008;630;2520;4;12;211;56811B;3;3_SEL;3_SELA;2026-04-03 00:00:00.000;5;1,1167;0,8667;2,6333
RV25.000050-008;816;3264;4;NULL;NULL;56811B;11;4_AOI;4_AOI_SIDEB;2026-04-03 00:00:00.000;6;1,15;0,9333;0,8333
RV25.000050-008;880;3520;4;NULL;NULL;56811B;APT-1600FD FP-MACHINE;5_FPT;5_FPT_BASIC;2026-04-03 00:00:00.000;7;3,4667;3,35;3,3333
RV25.000050-008;173;692;4;NULL;NULL;56811B;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_BASIC;2026-04-03 00:00:00.000;8;3,2167;3;3
RV25.000050-008;1219;4876;4;NULL;NULL;56811B;9;6_DEP;6_DEP;2026-04-03 00:00:00.000;9;0,8167;0,7333;0,65
RV25.000050-008;201;804;4;NULL;NULL;56811B;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_BASIC;2026-04-03 00:00:00.000;10;3,3333;3,1667;3,0833
RV25.000050-008;622;2488;4;8;314;56811B;4;3_SEL;3_SELA;2026-04-03 00:00:00.000;11;1,9167;0,5667;1,1333
RV25.000052-001;25;100;4;NULL;NULL;62811A;2;4_AOI;4_AOI_SMT;2025-09-30 00:00:00.000;1;0,9167;0,7167;1,45
RV25.000052-001;25;100;4;NULL;NULL;62811A;10;2_ODD;2_ODDA;2025-09-30 00:00:00.000;2;5,6;5,2;4,9
RV25.000052-001;25;100;4;8;15;62811A;3;3_SEL;3_SELA;2025-09-30 00:00:00.000;3;3,1667;2,5333;5,0667
RV25.000052-001;25;100;4;NULL;NULL;62811A;2;4_AOI;4_AOI_SIDEB;2025-09-30 00:00:00.000;4;1,6667;1,4667;1,45
RV25.000052-001;25;100;4;NULL;NULL;62811A;APT-1600FD FP-MACHINE;5_FPT;5_FPT_BASIC;2025-09-30 00:00:00.000;5;3,0333;2,0333;1,8333
RV25.000052-002;25;100;4;NULL;NULL;62811A;2;4_AOI;4_AOI_SMT;2025-09-30 00:00:00.000;1;0,8833;0,75;0,65
RV25.000052-002;25;100;4;NULL;NULL;62811A;10;2_ODD;2_ODDA;2025-09-30 00:00:00.000;2;5,45;4,85;4,3667
RV25.000052-002;25;100;4;8;14;62811A;3;3_SEL;3_SELA;2025-09-30 00:00:00.000;3;3,0167;2,65;5,0667
RV25.000052-002;25;100;4;NULL;NULL;62811A;2;4_AOI;4_AOI_SIDEB;2025-09-30 00:00:00.000;4;1,5667;1,5667;0,65
RV25.000052-002;25;100;4;NULL;NULL;62811A;APT-1600FD FP-MACHINE;5_FPT;5_FPT_BASIC;2025-09-30 00:00:00.000;5;2,8167;2,0167;1,8333
RV25.000052-003;25;100;4;NULL;NULL;62811A;2;4_AOI;4_AOI_SMT;2025-11-21 00:00:00.000;1;1;0,6667;1,5667
RV25.000052-003;25;100;4;NULL;NULL;62811A;10;2_ODD;2_ODDA;2025-11-21 00:00:00.000;2;6,7333;6,1333;5,7833
RV25.000052-003;25;100;4;8;13;62811A;3;3_SEL;3_SELA;2025-11-21 00:00:00.000;3;3,7667;2,6167;5,0667
RV25.000052-003;25;100;4;NULL;NULL;62811A;2;4_AOI;4_AOI_SIDEB;2025-11-21 00:00:00.000;4;2,4833;1,85;1,5667
RV25.000052-003;25;100;4;NULL;NULL;62811A;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_BASIC;2025-11-21 00:00:00.000;5;3,1833;2,1833;2,0667
RV25.000052-003;25;100;4;NULL;NULL;62811A;9;6_DEP;6_DEP;2025-11-21 00:00:00.000;6;0,9833;0,7833;0,6667
RV25.000052-004;25;100;4;NULL;NULL;62811A;2;4_AOI;4_AOI_SMT;2025-11-21 00:00:00.000;1;0,8;0,6;1,4833
RV25.000052-004;25;100;4;NULL;NULL;62811A;10;2_ODD;2_ODDA;2025-11-21 00:00:00.000;2;6,3667;4,9667;5
RV25.000052-004;25;100;4;8;13;62811A;3;3_SEL;3_SELA;2025-11-21 00:00:00.000;3;3,4667;2,5167;5,05
RV25.000052-004;25;100;4;NULL;NULL;62811A;2;4_AOI;4_AOI_SIDEB;2025-11-21 00:00:00.000;4;1,95;1,75;1,4833
RV25.000052-004;25;100;4;NULL;NULL;62811A;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_BASIC;2025-11-21 00:00:00.000;5;4,1167;2,1167;2
RV25.000052-004;25;100;4;NULL;NULL;62811A;9;6_DEP;6_DEP;2025-11-21 00:00:00.000;6;1,1333;0,9333;0,8333
RV25.000052-005;25;100;4;NULL;NULL;62811A;8;1_SMT;1_SMTA;2026-02-27 00:00:00.000;1;2,3333;0,85;0,8667
RV25.000052-005;25;100;4;NULL;NULL;62811A;10;2_ODD;2_ODDA;2026-02-27 00:00:00.000;2;6,7;5,9;6,1
RV25.000052-005;25;100;4;NULL;NULL;62811A;2;4_AOI;4_AOI_SMT;2026-02-27 00:00:00.000;3;0,7833;0,5833;1,4333
RV25.000052-005;25;100;4;8;13;62811A;3;3_SEL;3_SELA;2026-02-27 00:00:00.000;4;3,4;2,6167;5,0167
RV25.000052-005;25;100;4;NULL;NULL;62811A;2;4_AOI;4_AOI_SIDEB;2026-02-27 00:00:00.000;5;2,1833;1,5833;1,4333
RV25.000052-005;25;100;4;NULL;NULL;62811A;9;6_DEP;6_DEP;2026-02-27 00:00:00.000;6;1,2333;1,05;0,9667
RV25.000052-005;25;100;4;NULL;NULL;62811A;APT-1600FD FP-MACHINE3;5_FPT;5_FPT_BASIC;2026-02-27 00:00:00.000;7;2,4333;1,8333;1,8333
RV25.000052-006;25;100;4;NULL;NULL;62811A;8;1_SMT;1_SMTA;2026-03-16 00:00:00.000;1;1,8;1;0,8167
RV25.000052-006;25;100;4;NULL;NULL;62811A;2;4_AOI;4_AOI_SMT;2026-03-16 00:00:00.000;2;0,7167;0,5;0,5
RV25.000052-006;25;100;4;NULL;NULL;62811A;10;2_ODD;2_ODDA;2026-03-16 00:00:00.000;3;6,5167;5,5167;4,9333
RV25.000052-006;25;100;4;NULL;NULL;62811A;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_BASIC;2026-03-16 00:00:00.000;4;3,9;2,5;1,9667
RV25.000052-006;25;100;4;NULL;NULL;62811A;2;4_AOI;4_AOI_SIDEB;2026-03-16 00:00:00.000;5;1,7333;1,5333;0,5
RV25.000052-006;25;100;4;NULL;NULL;62811A;9;6_DEP;6_DEP;2026-03-16 00:00:00.000;6;1,1;0,9;0,6833
RV25.000052-007;25;100;4;NULL;NULL;62811A;8;1_SMT;1_SMTA;2026-03-16 00:00:00.000;1;1,05;0,65;0,6333
RV25.000052-007;25;100;4;NULL;NULL;62811A;2;4_AOI;4_AOI_SMT;2026-03-16 00:00:00.000;2;0,6833;0,6833;1,4833
RV25.000052-007;25;100;4;NULL;NULL;62811A;10;2_ODD;2_ODDA;2026-03-16 00:00:00.000;3;5,8;5,2;4,9333
RV25.000052-007;25;100;4;4;25;62811A;4;3_SEL;3_SELA;2026-03-16 00:00:00.000;4;11,1;10,25;10,25
RV25.000052-007;25;100;4;NULL;NULL;62811A;2;4_AOI;4_AOI_SIDEB;2026-03-16 00:00:00.000;5;1,7667;1,5667;1,4833
RV25.000052-007;25;100;4;NULL;NULL;62811A;APT-1600FD FP-MACHINE2;5_FPT;5_FPT_BASIC;2026-03-16 00:00:00.000;6;2,6833;2,2833;1,8333
RV25.000052-007;25;100;4;NULL;NULL;62811A;9;6_DEP;6_DEP;2026-03-16 00:00:00.000;7;1,35;0,95;0,95
